RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.034619,0.043509,5.2499,8.0248,4480.2,5820.6
0.034831,0.044098,5.3387,8.2124,4558.4,5894.9
0.034781,0.04382,5.2969,8.0935,4515.3,5812.3
0.034847,0.04531,5.3265,8.4026,4530.5,5977.1
0.034862,0.045559,5.3355,8.3757,4552.9,6055.6
0.035112,0.045206,5.3465,8.3294,4565.5,5984
0.034944,0.044039,5.3335,8.1986,4550.1,5880.5
0.035132,0.04518,5.3982,8.3246,4589.3,5985.2
0.035368,0.044426,5.3718,8.2581,4587.2,5896.1
0.035105,0.0458,5.3877,8.5331,4593.7,6111.4
0.03525,0.04639,5.3827,8.7201,4591.4,6175.5
0.035243,0.0466,5.4052,8.7393,4607.2,6175.4
0.035207,0.046528,5.3539,8.615,4575.6,6146.4
0.034965,0.045876,5.3386,8.6223,4546.8,6123.9
0.035601,0.046043,5.4198,8.4308,4639,6088.6
0.035407,0.047534,5.4519,8.7625,4637.2,6264.1
0.035787,0.046168,5.4749,8.6696,4678.5,6186.5
0.03487,0.044229,5.2939,8.2577,4522.6,5923.3
0.034814,0.045052,5.3493,8.3427,4551.9,6004.3
0.035155,0.0448,5.3707,8.3948,4580.8,6028.2
0.035168,0.045722,5.376,8.4026,4578,5993.1
0.034758,0.045299,5.354,8.2954,4538,5980.3
0.035304,0.044225,5.3845,8.1649,4602.5,5818.1
0.035092,0.044912,5.3592,8.196,4573.8,5921.5
0.03491,0.046484,5.3682,8.3575,4562.4,6021.8
0.034775,0.04492,5.2994,8.2732,4528.8,5938.9
0.034916,0.04434,5.3425,8.1696,4555.2,5889
0.0348,0.045655,5.2681,8.5149,4505.7,6072.8
0.034789,0.044725,5.3256,8.2402,4532.8,5913.7
0.035072,0.045967,5.4017,8.6875,4595.6,6157.2
0.034977,0.044332,5.3376,8.3236,4552.6,5933.8
0.035021,0.046028,5.3084,8.4241,4539.8,6083.9
